iter	Passed	Remaining
1670	16504	13126
1671	16512	13115
1672	16521	13104
1673	16530	13094
1674	16540	13084
1675	16550	13074
1676	16560	13064
1677	16569	13054
1678	16578	13043
1679	16587	13032
1680	16596	13022
1681	16604	13011
1682	16613	13000
1683	16621	12989
1684	16630	12978
1685	16638	12967
1686	16647	12956
1687	16655	12945
1688	16664	12935
1689	16674	12924
1690	16682	12914
1691	16691	12903
1692	16699	12891
1693	16710	12883
1694	16720	12873
1695	16729	12862
1696	16739	12853
1697	16748	12842
1698	16758	12832
1699	16766	12821
1700	16775	12811
1701	16784	12800
1702	16792	12789
1703	16801	12778
1704	16809	12767
1705	16817	12756
1706	16826	12745
1707	16835	12735
1708	16843	12724
1709	16852	12713
1710	16860	12701
1711	16868	12691
1712	16877	12680
1713	16887	12670
1714	16898	12661
1715	16908	12652
1716	16919	12642
1717	16929	12632
1718	16938	12622
1719	16947	12612
1720	16956	12601
1721	16964	12590
1722	16973	12579
1723	16981	12569
1724	16990	12558
1725	16998	12547
1726	17007	12536
1727	17015	12525
1728	17024	12514
1729	17033	12504
1730	17041	12493
1731	17049	12481
1732	17058	12471
1733	17067	12461
1734	17077	12451
1735	17086	12441
1736	17097	12431
1737	17105	12420
1738	17115	12411
1739	17124	12400
1740	17132	12389
1741	17141	12378
1742	17150	12368
1743	17158	12357
1744	17167	12346
1745	17176	12336
1746	17184	12325
1747	17193	12314
1748	17202	12304
1749	17210	12293
1750	17219	12282
1751	17228	12272
1752	17242	12265
1753	17251	12255
1754	17260	12244
1755	17271	12235
1756	17280	12225
1757	17288	12214
1758	17297	12203
1759	17306	12193
1760	17315	12183
1761	17324	12172
1762	17332	12161
1763	17341	12150
1764	17349	12139
1765	17358	12129
1766	17366	12118
1767	17375	12107
1768	17383	12096
1769	17391	12085
1770	17400	12075
1771	17409	12064
1772	17418	12054
1773	17429	12045
1774	17438	12035
1775	17449	12025
1776	17458	12015
1777	17467	12005
1778	17476	11994
1779	17485	11984
1780	17494	11974
1781	17503	11963
1782	17512	11952
1783	17520	11942
1784	17529	11931
1785	17537	11920
1786	17545	11909
1787	17554	11899
1788	17562	11888
1789	17571	11877
1790	17582	11868
1791	17591	11858
1792	17601	11848
1793	17610	11838
1794	17616	11826
1795	17626	11816
1796	17635	11806
1797	17644	11795
1798	17653	11785
1799	17661	11774
1800	17670	11763
1801	17678	11752
1802	17686	11741
1803	17694	11731
1804	17703	11720
1805	17711	11709
1806	17719	11698
1807	17727	11687
1808	17736	11677
1809	17745	11666
1810	17755	11656
1811	17764	11647
1812	17774	11637
1813	17783	11626
1814	17792	11616
1815	17805	11609
1816	17815	11599
1817	17824	11588
1818	17833	11578
1819	17842	11568
1820	17850	11557
1821	17860	11547
1822	17882	11545
1823	17891	11535
1824	17900	11525
1825	17910	11515
1826	17918	11504
1827	17928	11494
1828	17938	11484
1829	17947	11474
1830	17957	11464
1831	17967	11455
1832	17982	11448
1833	17991	11438
1834	17999	11427
1835	18011	11418
1836	18019	11408
1837	18028	11397
1838	18037	11387
1839	18046	11376
1840	18055	11366
1841	18063	11355
1842	18071	11345
1843	18080	11334
1844	18089	11324
1845	18097	11313
1846	18110	11305
1847	18119	11295
1848	18129	11285
1849	18139	11275
1850	18147	11265
1851	18156	11254
1852	18165	11244
1853	18174	11234
1854	18183	11223
1855	18200	11218
1856	18218	11213
1857	18236	11208
1858	18253	11203
1859	18279	11203
1860	18291	11195
1861	18301	11185
1862	18311	11175
1863	18321	11165
1864	18332	11156
1865	18341	11146
1866	18350	11136
1867	18360	11126
1868	18368	11115
1869	18377	11105
1870	18386	11094
1871	18394	11084
1872	18403	11073
1873	18412	11063
1874	18421	11052
1875	18434	11044
1876	18443	11034
1877	18453	11024
1878	18464	11015
1879	18473	11005
1880	18481	10994
1881	18491	10984
1882	18501	10974
1883	18509	10964
1884	18518	10953
1885	18529	10945
1886	18538	10934
1887	18546	10923
1888	18555	10913
1889	18564	10902
1890	18572	10892
1891	18580	10881
1892	18589	10870
1893	18598	10860
1894	18607	10850
1895	18617	10840
1896	18626	10830
1897	18635	10819
1898	18645	10810
1899	18654	10800
1900	18664	10790
1901	18673	10780
1902	18682	10769
1903	18690	10759
1904	18699	10748
1905	18708	10738
1906	18715	10726
1907	18721	10714
1908	18730	10704
1909	18738	10693
1910	18747	10683
1911	18756	10673
1912	18765	10662
1913	18774	10652
1914	18783	10642
1915	18793	10632
1916	18804	10623
1917	18814	10614
1918	18824	10604
1919	18833	10594
1920	18844	10584
1921	18853	10574
1922	18864	10565
1923	18879	10558
1924	18889	10548
1925	18898	10538
1926	18907	10528
1927	18916	10518
1928	18926	10507
1929	18935	10497
1930	18944	10487
1931	18955	10478
1932	18965	10468
1933	18979	10461
1934	18988	10450
1935	18998	10441
1936	19007	10431
1937	19018	10421
1938	19029	10412
1939	19038	10402
1940	19048	10392
1941	19057	10382
1942	19066	10372
1943	19076	10362
1944	19085	10352
1945	19095	10342
1946	19105	10332
1947	19114	10322
1948	19123	10312
1949	19133	10302
1950	19143	10292
1951	19153	10282
1952	19162	10272
1953	19172	10263
1954	19182	10253
1955	19192	10243
1956	19203	10234
1957	19212	10224
1958	19223	10215
1959	19232	10204
1960	19241	10194
1961	19251	10184
1962	19260	10175
1963	19269	10164
1964	19278	10154
1965	19287	10143
1966	19296	10133
1967	19306	10123
1968	19315	10113
1969	19330	10106
1970	19340	10097
1971	19350	10087
1972	19360	10077
1973	19370	10067
1974	19380	10058
1975	19390	10048
1976	19400	10038
1977	19410	10028
1978	19419	10018
1979	19428	10008
1980	19437	9998
1981	19447	9988
1982	19456	9978
1983	19466	9968
1984	19475	9958
1985	19489	9950
1986	19498	9940
1987	19508	9930
1988	19517	9920
1989	19527	9910
1990	19536	9900
1991	19544	9890
1992	19554	9880
1993	19563	9870
1994	19572	9859
1995	19581	9849
1996	19590	9839
1997	19599	9829
1998	19608	9819
1999	19618	9809
2000	19627	9799
2001	19636	9788
2002	19645	9778
2003	19655	9769
2004	19665	9759
2005	19678	9750
2006	19688	9741
2007	19698	9731
2008	19707	9721
2009	19717	9711
2010	19726	9701
2011	19734	9690
2012	19743	9680
2013	19752	9670
2014	19761	9660
2015	19771	9650
2016	19780	9640
2017	19789	9630
2018	19798	9619
2019	19807	9609
2020	19816	9599
2021	19827	9589
2022	19841	9582
2023	19853	9573
2024	19861	9563
2025	19871	9553
2026	19880	9543
2027	19890	9533
2028	19898	9522
2029	19907	9512
2030	19916	9502
2031	19924	9491
2032	19933	9481
2033	19941	9470
2034	19950	9460
2035	19958	9450
2036	19967	9439
2037	19977	9430
2038	19987	9420
2039	19996	9410
2040	20007	9400
2041	20016	9390
2042	20025	9380
2043	20036	9371
2044	20044	9360
2045	20054	9350
2046	20063	9340
2047	20072	9330
2048	20082	9320
2049	20091	9310
2050	20099	9299
2051	20107	9289
2052	20116	9279
2053	20125	9269
2054	20133	9258
2055	20142	9248
2056	20152	9238
2057	20161	9228
2058	20170	9218
2059	20179	9208
2060	20189	9198
2061	20198	9188
2062	20208	9178
2063	20218	9168
2064	20228	9159
2065	20238	9149
2066	20249	9140
2067	20260	9130
2068	20270	9121
2069	20288	9115
2070	20298	9105
2071	20310	9096
2072	20322	9087
2073	20332	9078
2074	20343	9068
2075	20357	9060
2076	20369	9051
2077	20379	9042
2078	20397	9035
2079	20406	9026
2080	20417	9016
2081	20429	9007
2082	20438	8997
2083	20449	8988
2084	20461	8979
2085	20472	8970
2086	20484	8961
2087	20500	8954
2088	20511	8944
2089	20523	8935
2090	20535	8927
2091	20544	8917
2092	20554	8907
2093	20564	8897
2094	20573	8887
2095	20582	8877
2096	20592	8867
2097	20605	8859
2098	20615	8849
2099	20625	8839
2100	20637	8830
2101	20647	8820
2102	20658	8811
2103	20669	8802
2104	20680	8792
2105	20690	8783
2106	20703	8774
2107	20712	8764
2108	20722	8754
2109	20732	8744
2110	20742	8735
2111	20751	8724
2112	20760	8715
2113	20769	8704
2114	20779	8695
2115	20790	8685
2116	20800	8675
2117	20809	8665
2118	20818	8655
2119	20827	8645
2120	20836	8635
2121	20846	8625
2122	20855	8615
2123	20864	8604
2124	20874	8595
2125	20884	8585
2126	20895	8576
2127	20904	8565
2128	20913	8555
2129	20923	8546
2130	20932	8536
2131	20942	8526
2132	20952	8516
2133	20959	8505
2134	20965	8494
2135	20974	8484
2136	20983	8473
2137	20992	8463
2138	21000	8453
2139	21008	8442
2140	21017	8432
2141	21025	8422
2142	21034	8411
2143	21042	8401
2144	21056	8393
2145	21065	8382
2146	21074	8372
2147	21088	8364
2148	21098	8354
2149	21107	8344
2150	21116	8334
2151	21124	8324
2152	21133	8313
2153	21141	8303
2154	21149	8293
2155	21157	8282
2156	21166	8272
2157	21174	8261
2158	21182	8251
2159	21191	8240
2160	21199	8230
2161	21207	8220
2162	21216	8209
2163	21225	8199
2164	21235	8189
2165	21250	8182
2166	21260	8172
2167	21268	8162
2168	21278	8152
2169	21287	8142
2170	21296	8132
2171	21304	8121
2172	21313	8111
2173	21323	8101
2174	21332	8091
2175	21340	8081
2176	21348	8070
2177	21357	8060
2178	21365	8050
2179	21373	8039
2180	21381	8029
2181	21390	8018
2182	21401	8009
2183	21410	7999
2184	21419	7989
2185	21430	7980
2186	21438	7969
2187	21448	7959
2188	21456	7949
2189	21466	7939
2190	21474	7929
2191	21483	7919
2192	21492	7908
2193	21500	7898
2194	21508	7888
2195	21517	7877
2196	21526	7867
2197	21534	7857
2198	21542	7847
2199	21551	7836
2200	21560	7826
2201	21569	7816
2202	21579	7807
2203	21591	7797
2204	21600	7788
2205	21610	7778
2206	21620	7768
2207	21628	7758
2208	21638	7748
2209	21646	7737
2210	21655	7727
2211	21664	7717
2212	21672	7707
2213	21681	7697
2214	21690	7687
2215	21698	7676
2216	21706	7666
2217	21715	7656
2218	21723	7645
2219	21731	7635
2220	21740	7625
2221	21750	7615
2222	21759	7605
2223	21768	7595
2224	21783	7587
2225	21792	7577
2226	21801	7567
2227	21810	7557
2228	21820	7547
2229	21828	7537
2230	21837	7527
2231	21845	7516
2232	21854	7506
2233	21862	7496
2234	21871	7486
2235	21880	7476
2236	21888	7465
2237	21897	7455
2238	21905	7445
2239	21913	7435
2240	21923	7425
2241	21933	7415
2242	21942	7405
2243	21952	7395
2244	21962	7386
2245	21971	7376
2246	21980	7366
2247	21989	7355
2248	21998	7345
2249	22007	7335
2250	22015	7325
2251	22024	7315
2252	22033	7305
2253	22042	7295
2254	22051	7285
2255	22060	7275
2256	22069	7265
2257	22077	7254
2258	22085	7244
2259	22092	7233
2260	22102	7224
2261	22112	7214
2262	22124	7205
2263	22134	7195
2264	22142	7185
2265	22152	7175
2266	22160	7165
2267	22169	7155
2268	22178	7145
2269	22186	7134
2270	22195	7124
2271	22203	7114
2272	22212	7104
2273	22219	7093
2274	22228	7083
2275	22236	7073
2276	22245	7063
2277	22254	7053
2278	22262	7043
2279	22272	7033
2280	22285	7024
2281	22295	7014
2282	22303	7004
2283	22315	6995
2284	22324	6985
2285	22333	6975
2286	22342	6965
2287	22350	6955
2288	22359	6945
2289	22367	6934
2290	22375	6924
2291	22384	6914
2292	22393	6904
2293	22401	6894
2294	22409	6884
2295	22418	6873
2296	22426	6863
2297	22435	6853
2298	22450	6845
2299	22460	6835
2300	22469	6825
2301	22478	6815
2302	22487	6805
2303	22497	6796
2304	22507	6786
2305	22516	6776
2306	22525	6766
2307	22534	6756
2308	22543	6746
2309	22552	6736
2310	22560	6726
2311	22569	6716
2312	22577	6705
2313	22586	6695
2314	22595	6685
2315	22603	6675
2316	22612	6665
2317	22621	6655
2318	22633	6646
2319	22643	6636
2320	22653	6627
2321	22662	6617
2322	22671	6607
2323	22680	6597
2324	22689	6587
2325	22700	6577
2326	22709	6567
2327	22718	6557
2328	22726	6547
2329	22735	6537
2330	22744	6527
2331	22753	6517
2332	22762	6507
2333	22770	6497
2334	22779	6487
2335	22788	6477
2336	22800	6468
2337	22810	6458
2338	22819	6448
2339	22830	6439
2340	22838	6429
2341	22847	6419
2342	22856	6409
2343	22864	6399
2344	22872	6388
2345	22881	6378
2346	22889	6368
2347	22898	6358
2348	22905	6348
2349	22914	6337
2350	22922	6327
2351	22931	6317
2352	22939	6307
2353	22948	6297
2354	22956	6287
2355	22965	6277
2356	22974	6267
2357	22987	6258
2358	22997	6249
2359	23007	6239
2360	23017	6229
2361	23025	6219
2362	23034	6209
2363	23043	6199
2364	23051	6189
2365	23059	6179
2366	23068	6169
2367	23076	6158
2368	23085	6148
2369	23093	6138
2370	23101	6128
2371	23110	6118
2372	23118	6108
2373	23127	6098
2374	23135	6088
2375	23151	6080
2376	23160	6070
2377	23170	6060
2378	23182	6051
2379	23191	6041
2380	23200	6031
2381	23209	6021
2382	23216	6011
2383	23224	6000
2384	23233	5990
2385	23241	5980
2386	23250	5970
2387	23259	5960
2388	23268	5950
2389	23276	5940
2390	23285	5930
2391	23293	5920
2392	23302	5910
2393	23311	5900
2394	23321	5891
2395	23331	5881
2396	23344	5872
2397	23353	5862
2398	23362	5852
2399	23372	5843
2400	23380	5833
2401	23389	5823
2402	23399	5813
2403	23409	5803
2404	23419	5793
2405	23428	5784
2406	23438	5774
2407	23446	5764
2408	23456	5754
2409	23465	5744
2410	23474	5734
2411	23484	5725
2412	23495	5715
2413	23510	5707
2414	23520	5697
2415	23529	5687
2416	23538	5677
2417	23550	5668
2418	23560	5658
2419	23570	5649
2420	23580	5639
2421	23590	5629
2422	23599	5619
2423	23608	5610
2424	23618	5600
2425	23627	5590
2426	23638	5580
2427	23646	5570
2428	23657	5561
2429	23669	5552
2430	23678	5542
2431	23688	5532
2432	23698	5522
2433	23708	5513
2434	23716	5503
2435	23726	5493
2436	23740	5484
2437	23750	5474
2438	23760	5465
2439	23769	5455
2440	23779	5445
2441	23789	5435
2442	23799	5426
2443	23808	5416
2444	23817	5406
2445	23826	5396
2446	23836	5386
2447	23845	5377
2448	23855	5367
2449	23868	5358
2450	23877	5348
2451	23887	5338
2452	23899	5329
2453	23910	5319
2454	23920	5310
2455	23928	5300
2456	23937	5290
2457	23946	5280
2458	23956	5270
2459	23965	5260
2460	23974	5250
2461	23982	5240
2462	23990	5230
2463	24000	5220
2464	24009	5210
2465	24019	5201
2466	24033	5192
2467	24042	5182
2468	24051	5172
2469	24063	5163
2470	24074	5153
2471	24082	5143
2472	24093	5134
2473	24101	5124
2474	24111	5114
2475	24120	5104
2476	24129	5094
2477	24139	5085
2478	24149	5075
2479	24158	5065
2480	24168	5055
2481	24176	5045
2482	24186	5035
2483	24195	5026
2484	24204	5016
2485	24213	5006
2486	24224	4996
2487	24234	4987
2488	24243	4977
2489	24255	4968
2490	24264	4958
2491	24274	4948
2492	24282	4938
2493	24292	4928
2494	24300	4918
2495	24309	4908
2496	24317	4898
2497	24326	4888
2498	24335	4878
2499	24341	4868
2500	24350	4858
2501	24360	4848
2502	24369	4838
2503	24380	4829
2504	24389	4819
2505	24399	4809
2506	24408	4799
2507	24418	4790
2508	24426	4780
2509	24435	4770
2510	24443	4760
2511	24452	4750
2512	24461	4740
2513	24469	4730
2514	24478	4720
2515	24487	4710
2516	24495	4700
2517	24504	4690
2518	24513	4680
2519	24521	4670
2520	24530	4660
2521	24539	4651
2522	24549	4641
2523	24559	4631
2524	24570	4622
2525	24581	4612
2526	24591	4602
2527	24601	4593
2528	24610	4583
2529	24619	4573
2530	24628	4563
2531	24637	4553
2532	24645	4543
2533	24654	4533
2534	24662	4523
2535	24671	4513
2536	24679	4504
2537	24688	4494
2538	24697	4484
2539	24705	4474
2540	24714	4464
2541	24723	4454
2542	24733	4444
2543	24742	4434
2544	24752	4425
2545	24762	4415
2546	24772	4406
2547	24782	4396
2548	24791	4386
2549	24799	4376
2550	24808	4366
2551	24817	4356
2552	24825	4346
2553	24834	4336
2554	24842	4326
2555	24851	4316
2556	24860	4307
2557	24870	4297
2558	24882	4288
2559	24892	4278
2560	24903	4268
2561	24918	4260
2562	24928	4250
2563	24938	4240
2564	24950	4231
2565	24961	4221
2566	24971	4212
2567	24982	4202
2568	24993	4193
2569	25003	4183
2570	25017	4174
2571	25029	4165
2572	25040	4155
2573	25056	4146
2574	25067	4137
2575	25077	4127
2576	25091	4118
2577	25102	4109
2578	25112	4099
2579	25122	4089
2580	25132	4079
2581	25141	4070
2582	25151	4060
2583	25161	4050
2584	25172	4041
2585	25184	4031
2586	25195	4022
2587	25204	4012
2588	25213	4002
2589	25222	3992
2590	25231	3982
2591	25241	3973
2592	25251	3963
2593	25260	3953
2594	25270	3943
2595	25280	3934
2596	25290	3924
2597	25299	3914
2598	25308	3904
2599	25318	3895
2600	25328	3885
2601	25339	3875
2602	25350	3866
2603	25360	3856
2604	25370	3847
2605	25380	3837
2606	25390	3827
2607	25399	3817
2608	25408	3807
2609	25417	3798
2610	25427	3788
2611	25437	3778
2612	25447	3768
2613	25458	3759
2614	25464	3749
2615	25470	3738
2616	25481	3729
2617	25489	3719
2618	25500	3709
2619	25508	3699
2620	25517	3689
2621	25526	3680
2622	25535	3670
2623	25545	3660
2624	25553	3650
2625	25562	3640
2626	25571	3630
2627	25581	3621
2628	25590	3611
2629	25599	3601
2630	25608	3591
2631	25617	3581
2632	25634	3573
2633	25643	3563
2634	25652	3553
2635	25663	3543
2636	25672	3534
2637	25681	3524
2638	25690	3514
2639	25699	3504
2640	25708	3494
2641	25717	3484
2642	25726	3474
2643	25735	3465
2644	25743	3455
2645	25752	3445
2646	25762	3435
2647	25770	3425
2648	25780	3416
2649	25792	3406
2650	25802	3396
2651	25813	3387
2652	25822	3377
2653	25831	3367
2654	25840	3357
2655	25849	3347
2656	25858	3338
2657	25867	3328
2658	25875	3318
2659	25884	3308
2660	25893	3298
2661	25902	3288
2662	25911	3279
2663	25919	3269
2664	25928	3259
2665	25936	3249
2666	25945	3239
2667	25956	3229
2668	25966	3220
2669	25978	3210
2670	25989	3201
2671	25998	3191
2672	26007	3181
2673	26016	3171
2674	26025	3161
2675	26033	3152
2676	26042	3142
2677	26051	3132
2678	26059	3122
2679	26068	3112
2680	26077	3102
2681	26085	3092
2682	26093	3083
2683	26102	3073
2684	26110	3063
2685	26120	3053
2686	26129	3043
2687	26142	3034
2688	26151	3024
2689	26161	3014
2690	26169	3005
2691	26177	2995
2692	26186	2985
2693	26195	2975
2694	26204	2965
2695	26213	2955
2696	26221	2945
2697	26230	2936
2698	26238	2926
2699	26247	2916
2700	26256	2906
2701	26264	2896
2702	26273	2886
2703	26282	2877
2704	26290	2867
2705	26299	2857
2706	26308	2847
2707	26317	2837
2708	26327	2828
2709	26338	2818
2710	26347	2808
2711	26358	2799
2712	26367	2789
2713	26376	2779
2714	26385	2769
2715	26393	2759
2716	26402	2750
2717	26410	2740
2718	26419	2730
2719	26427	2720
2720	26436	2710
2721	26445	2700
2722	26453	2691
2723	26462	2681
2724	26470	2671
2725	26484	2662
2726	26494	2652
2727	26504	2642
2728	26513	2632
2729	26523	2623
2730	26534	2613
2731	26543	2603
2732	26552	2594
2733	26561	2584
2734	26570	2574
2735	26579	2564
2736	26588	2554
2737	26595	2544
2738	26604	2535
2739	26613	2525
2740	26621	2515
2741	26630	2505
2742	26638	2495
2743	26646	2485
2744	26656	2476
2745	26666	2466
2746	26675	2456
2747	26684	2447
2748	26693	2437
2749	26704	2427
2750	26714	2417
2751	26722	2408
2752	26731	2398
2753	26740	2388
2754	26748	2378
2755	26756	2368
2756	26765	2359
2757	26773	2349
2758	26782	2339
2759	26790	2329
2760	26799	2319
2761	26807	2309
2762	26816	2300
2763	26824	2290
2764	26834	2280
2765	26843	2270
2766	26852	2261
2767	26861	2251
2768	26870	2241
2769	26880	2231
2770	26891	2222
2771	26900	2212
2772	26909	2202
2773	26918	2193
2774	26927	2183
2775	26936	2173
2776	26944	2163
2777	26952	2153
2778	26961	2144
2779	26969	2134
2780	26977	2124
2781	26986	2114
2782	26995	2104
2783	27004	2095
2784	27016	2085
2785	27025	2075
2786	27035	2066
2787	27045	2056
2788	27057	2047
2789	27066	2037
2790	27075	2027
2791	27085	2017
2792	27093	2008
2793	27102	1998
2794	27111	1988
2795	27120	1978
2796	27128	1968
2797	27137	1959
2798	27145	1949
2799	27154	1939
2800	27162	1929
2801	27171	1920
2802	27181	1910
2803	27192	1900
2804	27202	1891
2805	27212	1881
2806	27222	1871
2807	27234	1862
2808	27245	1852
2809	27255	1842
2810	27265	1833
2811	27275	1823
2812	27286	1813
2813	27297	1804
2814	27307	1794
2815	27317	1784
2816	27327	1775
2817	27336	1765
2818	27346	1755
2819	27355	1746
2820	27365	1736
2821	27375	1726
2822	27384	1716
2823	27395	1707
2824	27405	1697
2825	27415	1688
2826	27425	1678
2827	27435	1668
2828	27444	1658
2829	27454	1649
2830	27463	1639
2831	27473	1629
2832	27482	1620
2833	27492	1610
2834	27501	1600
2835	27510	1590
2836	27520	1581
2837	27529	1571
2838	27539	1561
2839	27549	1552
2840	27558	1542
2841	27570	1532
2842	27580	1523
2843	27589	1513
2844	27598	1503
2845	27608	1493
2846	27617	1484
2847	27626	1474
2848	27636	1464
2849	27646	1455
2850	27655	1445
2851	27664	1435
2852	27674	1425
2853	27683	1416
2854	27693	1406
2855	27703	1396
2856	27717	1387
2857	27726	1377
2858	27737	1367
2859	27746	1358
2860	27755	1348
2861	27765	1338
2862	27774	1329
2863	27783	1319
2864	27791	1309
2865	27800	1299
2866	27809	1290
2867	27819	1280
2868	27828	1270
2869	27837	1260
2870	27847	1251
2871	27856	1241
2872	27865	1231
2873	27876	1222
2874	27885	1212
2875	27895	1202
2876	27906	1193
2877	27916	1183
2878	27926	1173
2879	27935	1163
2880	27945	1154
2881	27954	1144
2882	27962	1134
2883	27972	1125
2884	27981	1115
2885	27989	1105
2886	27998	1095
2887	28007	1086
2888	28015	1076
2889	28024	1066
2890	28033	1056
2891	28042	1047
2892	28051	1037
2893	28061	1027
2894	28070	1018
2895	28081	1008
2896	28091	998
2897	28100	989
2898	28109	979
2899	28118	969
2900	28127	959
2901	28135	950
2902	28144	940
2903	28152	930
2904	28161	920
2905	28170	911
2906	28178	901
2907	28187	891
2908	28196	882
2909	28204	872
2910	28213	862
2911	28222	852
2912	28231	843
2913	28241	833
2914	28254	823
2915	28264	814
2916	28274	804
2917	28283	794
2918	28292	785
2919	28301	775
2920	28310	765
2921	28318	755
2922	28327	746
2923	28336	736
2924	28345	726
2925	28354	717
2926	28363	707
2927	28371	697
2928	28380	687
2929	28389	678
2930	28397	668
2931	28410	658
2932	28420	649
2933	28429	639
2934	28440	629
2935	28450	620
2936	28459	610
2937	28469	600
2938	28478	591
2939	28487	581
2940	28495	571
2941	28504	561
2942	28512	552
2943	28521	542
2944	28529	532
2945	28537	523
2946	28546	513
2947	28555	503
2948	28563	493
2949	28572	484
2950	28581	474
2951	28591	464
2952	28604	455
2953	28612	445
2954	28621	435
2955	28633	426
2956	28642	416
2957	28652	406
2958	28660	397
2959	28670	387
2960	28679	377
2961	28687	368
2962	28696	358
2963	28704	348
2964	28713	338
2965	28722	329
2966	28730	319
2967	28739	309
2968	28749	300
2969	28759	290
2970	28769	280
2971	28779	271
2972	28788	261
2973	28797	251
2974	28807	242
2975	28816	232
2976	28825	222
2977	28835	213
2978	28841	203
2979	28848	193
2980	28856	183
2981	28865	174
2982	28873	164
2983	28882	154
2984	28891	145
2985	28899	135
2986	28908	125
2987	28917	116
2988	28926	106
2989	28936	96
2990	28949	87
2991	28959	77
2992	28967	67
2993	28976	58
2994	28985	48
2995	28994	38
2996	29003	29
2997	29012	19
2998	29020	9
2999	29030	0
