iter	MAPE	RMSE	R2	MAE
2009	0.00283081064	0.05995033125	0.9955884628	0.03769943492
2010	0.002830708722	0.05994788002	0.9955888236	0.0376980567
2011	0.002830691185	0.05994753376	0.9955888745	0.03769779887
2012	0.002830623748	0.059946174	0.9955890746	0.03769681027
2013	0.002830554027	0.0599450714	0.9955892369	0.0376958919
2014	0.002830469957	0.05994339954	0.9955894829	0.03769481311
2015	0.002830408775	0.05994242961	0.9955896257	0.03769398105
2016	0.002830406104	0.05994045656	0.995589916	0.03769395296
2017	0.002830376907	0.05993962363	0.9955900386	0.03769355379
2018	0.002830355491	0.05993899464	0.9955901311	0.03769324373
2019	0.002830286235	0.05993774628	0.9955903148	0.03769228483
2020	0.00283021698	0.05993645925	0.9955905042	0.0376913403
2021	0.002830176429	0.05993583753	0.9955905957	0.03769076572
2022	0.002830100864	0.05993464864	0.9955907706	0.03768970306
2023	0.0028300417	0.05993350385	0.995590939	0.03768889457
2024	0.002830012628	0.05993314799	0.9955909914	0.03768846568
2025	0.002829941843	0.05993210673	0.9955911446	0.0376875011
2026	0.002829839376	0.05993059425	0.9955913671	0.03768609544
2027	0.002829799367	0.05992971564	0.9955914964	0.03768556866
2028	0.002829753543	0.05992867872	0.9955916489	0.03768496114
2029	0.002829683768	0.05992717161	0.9955918707	0.03768396444
2030	0.002829681085	0.05992658334	0.9955919572	0.03768392166
2031	0.002829555895	0.05992506405	0.9955921807	0.0376823708
2032	0.002829515015	0.05992409209	0.9955923237	0.03768184403
2033	0.002829501549	0.05992320805	0.9955924537	0.03768167846
2034	0.002829426251	0.05992169122	0.9955926769	0.03768075654
2035	0.002829385798	0.05992082132	0.9955928048	0.0376802112
2036	0.002829332223	0.05991889695	0.9955930879	0.03767955089
2037	0.002829310931	0.05991815318	0.9955931973	0.03767924817
2038	0.00282925644	0.05991739185	0.9955933093	0.03767846151
2039	0.002829186232	0.05991647279	0.9955934445	0.03767750626
2040	0.00282914744	0.05991561502	0.9955935707	0.0376769595
2041	0.002829090748	0.05991476397	0.9955936958	0.03767615756
2042	0.00282905845	0.05991339331	0.9955938974	0.03767572455
2043	0.002828996368	0.05991262894	0.9955940099	0.03767490397
2044	0.00282898328	0.05991225591	0.9955940647	0.0376747092
2045	0.002828934549	0.05991113375	0.9955942298	0.03767402824
2046	0.002828798462	0.05990826317	0.995594652	0.03767230793
2047	0.002828724945	0.05990691422	0.9955948503	0.03767135945
2048	0.002828677392	0.05990570391	0.9955950283	0.03767076014
2049	0.002828629497	0.05990465892	0.995595182	0.0376701255
2050	0.002828619204	0.05990431517	0.9955952326	0.03767001744
2051	0.00282855026	0.05990240783	0.9955955131	0.03766910973
2052	0.002828493136	0.05990158395	0.9955956342	0.03766845279
2053	0.002828405616	0.059900236	0.9955958324	0.03766723453
2054	0.002828396556	0.05990011565	0.9955958501	0.03766709138
2055	0.00282835516	0.05989916318	0.9955959902	0.03766651663
2056	0.002828318493	0.05989840132	0.9955961022	0.03766606947
2057	0.002828268325	0.059897093	0.9955962946	0.03766540341
2058	0.002828233458	0.05989584975	0.9955964774	0.03766496091
2059	0.002828210061	0.05989511047	0.9955965861	0.0376646221
2060	0.00282815216	0.05989442812	0.9955966864	0.03766379309
2061	0.002828118782	0.05989370072	0.9955967934	0.0376633259
2062	0.002828101917	0.05989322705	0.995596863	0.03766313649
2063	0.002828075977	0.05989274675	0.9955969337	0.03766276404
2064	0.002827998441	0.05989137228	0.9955971357	0.03766177557
2065	0.002827879066	0.05988998425	0.9955973398	0.03766018116
2066	0.002827806469	0.05988852205	0.9955975548	0.03765917642
2067	0.002827758934	0.0598879939	0.9955976324	0.03765847502
2068	0.002827681925	0.05988604437	0.9955979191	0.03765741102
2069	0.002827674715	0.05988495075	0.9955980798	0.03765731861
2070	0.002827641031	0.0598845771	0.9955981348	0.03765682339
2071	0.002827568572	0.0598825726	0.9955984294	0.03765583526
2072	0.002827560018	0.05988230825	0.9955984683	0.03765574844
2073	0.002827545446	0.05988218736	0.9955984861	0.03765551971
2074	0.002827518679	0.05988152027	0.9955985841	0.03765515542
2075	0.002827475362	0.05988113569	0.9955986407	0.0376545208
2076	0.002827438692	0.05987970433	0.9955988511	0.0376540153
2077	0.0028274241	0.05987914726	0.995598933	0.03765381558
2078	0.002827338714	0.05987861495	0.9955990112	0.0376525969
2079	0.002827293301	0.05987796358	0.995599107	0.037651966
2080	0.002827248082	0.05987743061	0.9955991853	0.03765135965
2081	0.00282719446	0.05987675956	0.995599284	0.03765059293
2082	0.002827183877	0.05987563134	0.9955994498	0.03765044888
2083	0.002827171657	0.05987511873	0.9955995251	0.03765027896
2084	0.002827150229	0.05987480575	0.9955995712	0.03764996121
2085	0.002827065897	0.05987380027	0.9955997189	0.03764881176
2086	0.002827024876	0.05987346784	0.9955997678	0.03764820249
2087	0.002826954567	0.05987219826	0.9955999544	0.03764728817
2088	0.002826939268	0.05987196435	0.9955999888	0.03764706208
2089	0.002826919427	0.0598716596	0.9956000336	0.03764676871
